Lipid,Class,DOD100-M1-WT-cortex10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
LPC(21:0),PC,2794677.4243164062,2573657.0100097656,2512541.4635620117,2359628.547241211,2405274.606567383,2424112.570678711,2431069.7095947266,3833971.0920410156,2412238.2563476562,2603843.2265625,3413266.3399658203,2099231.1717529297,2281924.7747802734,2545644.134765625,2588389.8596191406,466071.697845459,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(21:4),PC,2668789.166015625,2503819.633544922,2403546.2154541016,2342301.317138672,2387775.853881836,2302360.3475341797,2325640.266723633,3856615.862060547,2414262.1247558594,2505853.501953125,3358262.9720458984,2017193.1414794922,2266365.5416259766,2519705.8090820312,2500026.487548828,326285.36322021484,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(22:0),PC,528320.7664794922,493323.05139160156,440956.6330566406,447081.22998046875,445760.10888671875,431739.87072753906,473009.36083984375,520299.76232910156,469232.0037841797,476372.4255371094,572688.6302490234,393196.8231201172,407098.6994628906,391518.3835449219,535932.1937255859,329044.4461669922,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(22:1),PC,533187.6323242188,500412.5672607422,431507.3562011719,454632.5712890625,445619.5061035156,418629.79833984375,467572.7673339844,518177.05725097656,484824.14709472656,458105.8370361328,563318.5280761719,403392.15563964844,404924.62158203125,389621.5490722656,526767.4150390625,320231.9479980469,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(22:2),PC,931206.0709228516,856599.9892578125,794632.3871459961,787555.9086303711,736447.3392333984,738365.0688476562,784271.0850830078,1117910.4442138672,836704.1334228516,824175.38671875,1084849.4591064453,691343.775390625,697067.6116943359,753127.8942871094,884563.8898925781,342298.45959472656,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(22:4),PC,2952220.6440429688,2748367.5837402344,2644568.932006836,2617764.994140625,2648642.7310791016,2621822.9510498047,2633205.685546875,4165902.3942871094,2672709.3813476562,2789486.448486328,3716215.7692871094,2233517.9858398438,2500477.9357910156,2805521.6970214844,2864728.0532226562,532146.7904052734,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(22:5),PC,2687751.1931152344,2593784.667236328,2432384.5970458984,2363640.3118896484,2471233.0961914062,2402441.877807617,2412424.337890625,3883220.2172851562,2428149.642578125,2554759.552001953,3418769.0103759766,2056358.5544433594,2337554.686767578,2591846.838745117,2592813.0639648438,487090.3118286133,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(22:6),PC,2723061.8120117188,2577798.096435547,2476173.622619629,2354835.1744384766,2413506.3951416016,2427370.449584961,2362137.7236328125,3805597.016357422,2468775.3170166016,2612548.2978515625,3345885.7987060547,2106960.2680664062,2270646.189086914,2596805.2248535156,2611418.022705078,482973.88220214844,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(24:0),PC,1022237.5422363281,1459335.205444336,1529910.3149414062,1425788.916381836,1504651.7569580078,1555294.5254516602,1334252.687866211,1565889.1699829102,1391959.7025756836,1346838.56640625,1308934.5665283203,1531883.060180664,1778532.7724609375,1650429.8873291016,898021.7210083008,249146.82150268555,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(24:1),PC,1068875.7888793945,1477258.8249511719,1532249.724243164,1488782.1209716797,1512395.4427490234,1579637.4693603516,1350830.0040893555,1611795.6401367188,1403475.5137939453,1329922.650024414,1336721.3992919922,1543252.5775756836,1773667.3100585938,1681234.2272949219,933424.8053588867,247757.91528320312,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(2:0),PC,44527.34341430664,45422.96325683594,38938.6220703125,41813.06314086914,34502.84246826172,37131.90278625488,37966.68246459961,34395.862396240234,47492.74334716797,47933.26284790039,41989.52276611328,36972.222595214844,33125.74237060547,37172.522216796875,46396.063903808594,45205.82272338867,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(3:0),PC,1381279.5592041016,1274452.0786743164,1169293.393371582,1282680.5951538086,1445428.719329834,1173441.432876587,1364002.7477722168,1049267.339050293,1372757.2396850586,1168281.0025634766,1282095.8279418945,1202553.049987793,1604079.395477295,1136678.5831604004,1375591.5878295898,1872528.8307800293,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(3:1),PC,527429.2012023926,391063.62783813477,518584.5443725586,528513.5643310547,898208.3551025391,636155.1287841797,728880.5522155762,392569.13092041016,432221.35162353516,483601.95223999023,501616.63760375977,461545.2166900635,1010790.4476013184,596889.5185394287,740724.5583496094,770069.5003662109,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(4:0),PC,60389.204345703125,65335.8046875,60210.984130859375,63137.22448730469,64676.284912109375,60931.78454589844,62214.52478027344,62585.584533691406,61377.564208984375,63962.464599609375,61770.48425292969,62584.34484863281,68432.16400146484,65472.184326171875,66822.56506347656,70449.044921875,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(5:0),PC,73066.38549804688,58800.60437011719,59900.68371582031,58815.04431152344,58041.764404296875,58927.14404296875,56869.80456542969,61178.184326171875,59303.704040527344,53582.26354980469,55044.4638671875,57325.424377441406,56959.944763183594,60787.864013671875,61221.883850097656,69228.88464355469,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(6:0),PC,32188.78240966797,33576.642517089844,37847.52291870117,33948.32260131836,36964.74252319336,33302.88249206543,35546.00231933594,31684.862579345703,38708.04284667969,37533.42282104492,35683.06262207031,31769.42205810547,36738.2223815918,31510.181884765625,37361.402587890625,42570.742095947266,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(7:0),PC,119708.04846191406,79047.24597167969,68183.38467407227,74772.205078125,75113.10516357422,112409.84735107422,93363.28674316406,65425.084411621094,80415.42492675781,65458.12487792969,75198.88568115234,94679.90551757812,80502.44592285156,96196.36608886719,75509.74627685547,67993.1644897461,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(8:0),PC,38834.263671875,40757.34310913086,36630.982345581055,36789.18226623535,33368.962341308594,32246.442626953125,35651.56294250488,34862.98222351074,38689.84248352051,33783.38293457031,36511.022064208984,34221.80302429199,39505.862243652344,32105.46241760254,38528.343338012695,49902.683906555176,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPC(9:0),PC,31338.902465820312,33834.622131347656,31667.382385253906,35567.06271362305,33960.7624206543,31637.042510986328,33157.20230102539,30381.822265625,34375.482330322266,32896.08251953125,32205.182220458984,31382.962432861328,35146.50280761719,33030.262298583984,34756.94241333008,43231.78256225586,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(12:0) | PE(12:0),PE,63051.10485839844,69337.00482177734,56660.26416015625,61949.984619140625,54248.32403564453,49633.323303222656,51484.004150390625,65989.26477050781,76272.92578125,63253.44421386719,65743.14447021484,62108.14471435547,59698.08410644531,52760.42352294922,55810.94396972656,61092.423767089844,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(12:0) | PE(12:0)_2,PE,60681.48425292969,69475.78442382812,63660.12469482422,65928.98443603516,57500.92419433594,53168.50402832031,53947.144104003906,75219.70581054688,76737.30590820312,70989.42462158203,64476.74432373047,62175.38446044922,60594.62390136719,56222.044006347656,54320.40393066406,60886.64373779297,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(13:0),PE,33544.54243469238,35428.36259460449,31144.142578125,32823.98263549805,32203.52227783203,30862.321884155273,33090.301986694336,33459.26225280762,35162.28259277344,32910.362213134766,33657.00231933594,30171.242156982422,31376.42250061035,29372.44204711914,32747.702362060547,36036.30244445801,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(14:0),PE,87890.40606689453,94828.74526977539,96368.72691345215,96582.22650146484,88381.2873840332,82949.8670501709,93155.24807739258,87024.54739379883,105225.78903198242,106399.66836547852,88292.24551391602,78509.30462646484,101734.26803588867,91424.90567016602,102554.34832763672,134677.56942749023,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(14:1),PE,81199.48522949219,114240.6683959961,129850.2887878418,115519.9476928711,150060.64965820312,149260.49179077148,110463.72792053223,145241.89141845703,105536.00775146484,118369.70628356934,107662.76614379883,125616.40954589844,172430.7720336914,160771.87063598633,71749.04560852051,39678.1423034668,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(15:0),PE,568512.1632080078,586573.2970275879,500142.1717529297,562622.633102417,600872.923538208,571153.9864196777,608762.5358276367,477655.6792449951,617717.1797485352,526438.2031555176,527711.8004455566,542968.7627563477,703773.7184143066,522110.01513671875,600238.4911804199,895332.0626068115,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(15:1),PE,136586.97213745117,221106.73291015625,257136.58129882812,238605.2573852539,296495.0810852051,287040.02125549316,202215.25520324707,316160.8480377197,205500.15382385254,229199.08056640625,213566.3357849121,254258.83685302734,357230.98919677734,331794.5370025635,104978.40783691406,31247.9818649292,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(16:0),PE,1662.080135345459,1430.14009475708,2142.940139770508,1416.2400932312012,605423.7229309082,614751.231048584,707197.2882995605,1501.1201057434082,1416.6400985717773,1546.6601104736328,1859.2401275634766,1460.200096130371,650429.1730041504,638849.5684661865,824180.9934997559,1477791.6302337646,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(16:1),PE,1469.8201065063477,1490.1801109313965,16617.381031036377,1847.620132446289,28738.501998901367,28000.58169555664,25443.601852416992,1473.8600997924805,1566.9000930786133,1451.3201026916504,11271.040828704834,1867.8001251220703,25793.80209350586,26755.581756591797,25093.181884765625,33066.92241668701,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(17:0),PE,74649.68531799316,65880.40432739258,34450.72262954712,56647.323181152344,63126.74530029297,40903.86225891113,47094.66287231445,59719.40496826172,64244.62521362305,56286.38366699219,39003.52229309082,58143.38348388672,69547.7847366333,38046.06300354004,31188.182136535645,8120.740547180176,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(17:1),PE,52008.18356323242,49026.66329956055,9651.7607421875,39167.603515625,28643.881759643555,26049.301788330078,24601.06184387207,51918.84310913086,52272.782958984375,45958.362731933594,15430.620975494385,38746.74254608154,29923.501861572266,29558.881912231445,29230.902069091797,1598.3600997924805,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(17:2),PE,29789.84210205078,26701.94183731079,1449.660099029541,13618.160827636719,27798.981964111328,23426.70184326172,27485.66192626953,34402.70198059082,29718.50227355957,31434.182174682617,2052.7201499938965,14014.180969238281,25840.14178466797,26671.261779785156,28196.30207824707,1422.240089416504,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(18:0),PE,54278.94403076172,61575.624114990234,59124.883697509766,55208.08459472656,31037.84213256836,26596.16192626953,30092.482025146484,54922.083892822266,53686.18426513672,75823.18524169922,86411.20693969727,58771.84338378906,30993.92236328125,28960.282196044922,30453.32209777832,52732.1637878418,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(18:1),PE,39105.662841796875,46027.40347290039,39577.70315551758,38249.242614746094,26365.00213623047,22079.82144165039,24038.881660461426,42648.90270996094,43852.60314941406,48161.62380981445,47098.34313964844,40611.26287841797,25025.941696166992,21152.701538085938,22664.321548461914,38762.44291687012,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(18:2),PE,47283.28323364258,53002.404388427734,45364.44369506836,53209.36312866211,28913.782287597656,27459.941772460938,28235.62171936035,48335.26382446289,54103.94470214844,52230.68453979492,45779.203300476074,48637.20378112793,27350.002044677734,26098.101455688477,29462.281692504883,63069.78421020508,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(18:3),PE,45223.44338989258,50200.14392089844,30487.08233642578,55025.18389892578,22128.90167236328,48090.983459472656,25923.22183227539,41120.54284667969,47031.46322631836,45012.22296142578,57930.7038269043,47018.56332397461,19605.181365966797,35611.662506103516,28559.462158203125,40781.843017578125,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(18:4),PE,89168.46691894531,132420.98950195312,49292.863525390625,719531.388671875,50390.56359863281,1178031.4189453125,200920.294921875,79140.36560058594,128090.62939453125,98033.46752929688,906425.1446533203,356090.884765625,39787.3427734375,602193.0234375,173677.85327148438,48831.60382080078,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
LPE(19:0),PE,37374.80270385742,46659.203216552734,29181.46206665039,51856.40417480469,2494.2202072143555,53879.12384033203,23227.321685791016,39589.48257446289,41758.44305419922,37557.742584228516,59140.383697509766,39694.922790527344,2011.3601570129395,35685.502532958984,26130.8017578125,40591.5235748291,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
