lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023
22:6 Cholesteryl ester,-0.7167456176626371,9.964827411725727,1.2574712150817504,0.2621302983734608,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CE,590267.56396484375,471349.9522705078,207493.234375,964544.3095703124,816056.55078125,238869.7992553711,318345.9444580078
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.515355155782246,9.212187631629972,0.6532814675338159,0.41894190676029047,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CE,370315.3039894104,374672.56845092773,71333.26514053345,578703.7203903198,439196.276046753,80810.02714920044,225753.29443740845
3-hydroxyarachidonoylcarnitine,-0.004138845102999275,11.812476411692373,4.2359024519100785e-5,0.9948070998670003,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,1743413.8393554688,1767162.2346191406,2071022.1474609375,2006010.538330078,1782707.8674316406,1758179.811767578,1852556.1604003904
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.006351449070929453,11.548268374766462,9.975360444514081e-5,0.9920311227025119,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,1407759.0158691406,1430833.4693603516,1726085.123046875,1648205.6264648438,1463896.3289794922,1432335.53125,1670603.4350585938
"3-hydroxylinoleoylcarnitine,",-0.09145161290633963,14.503328967443366,0.02067745623973266,0.8856611040677551,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,13833465.81298828,13605475.501464844,13313878.918457031,10761649.6015625,18211508.875,15035135.946289062,2200595.70703125
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.08225908272563164,13.46857280046173,0.01672999708112244,0.8970850691876747,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,6347135.7314453125,6494530.602050781,6203783.0927734375,5162313.787597656,8139380.811523437,7055534.583984375,2678909.9697265625
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",-0.011992126238980138,11.736924167503101,3.5561269032768905e-4,0.984954627406849,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,CAR,1684092.1088867188,1725702.0595703125,1831606.1508789065,1759514.2299804688,1749869.0766601562,1744912.2163085938,1844464.9086914065
C12:0,-0.19617751300203437,8.816271571936799,0.09509246380184777,0.7578003049749504,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,51106.78370666504,91973.32678222656,579113.6983642578,65259.664710998535,109801.30871582033,710519.4306640625,75923.3450012207
C12:1,-0.05897788540633372,7.815594480054185,0.008600512432167307,0.9261109544850272,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,36461.782485961914,56407.56418609619,267596.4381713867,47108.703521728516,62049.54445648193,287798.99993896484,73215.28530883789
C14:0,-0.32821704441729316,12.124025537208064,0.26581197674386203,0.6061550713416085,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,742224.69287109375,1357406.8583984375,4816041.5947265625,898529.0009765625,1279555.7036132812,6963518.0693359375,693541.4095458984
C14:1,-0.0836879557727661,10.684726705579235,0.01731612189905718,0.8953080131086747,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,459139.11328125,698750.2480773926,1384640.4365234375,594265.66064453125,717026.0707397461,1435120.964111328,740184.6535644531
C15:0,-0.06903509956744078,9.472412614866945,0.011783717724028975,0.913557172771836,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,83619.20587158203,114550.88809204102,980730.3876953124,115030.28819274902,121836.94915771484,1090235.3614501953,129704.048828125
C15:1,0.2640440221176883,10.389052517258374,0.1721602354082279,0.6781990311584307,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,243891.4972076416,172873.8332824707,2037424.6431884768,296673.09677124023,235542.77764892575,1655150.7130126953,272115.42083740234
C16:0,0.2125496201823776,13.74835272698328,0.11161320063378355,0.7383149518296024,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,492442.299697876,722177.9931945801,24710067.015625,520237.87005615234,682099.9892883301,23354211.756591797,774104.8880310059
C16:1,-0.042974548028567025,10.03090448640148,0.004566584888380021,0.946122753861814,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,69926.42470932007,101032.60723114014,1601274.842224121,83028.24620056152,98844.3080368042,1805586.1708984375,136898.70957183838
C17:0,-0.13481908656289657,10.7003750639523,0.04492939781630412,0.8321339044304343,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,82212.16567230225,125040.14878082275,2558531.094116211,106294.46714782716,139662.78958129883,3071493.1654663086,140066.65022277832
C17:1,-0.11134406249704873,8.564235604545402,0.030648364801891148,0.8610271892429209,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,41137.10298156738,79882.28601074219,500772.4754638672,64310.14447784424,78449.80569458008,573275.8400878906,70801.5651550293
C18:0,0.23728172645627202,13.735867681796638,0.1390679623755915,0.7092093473750485,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,315278.34188079834,433378.3914489746,25256819.70678711,331727.46364593506,427606.13441467285,23530379.48803711,531086.4338760376
C18:1,0.009760067754383818,9.13332138221535,2.3555284133180976e-4,0.9877547632704106,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,55659.40390014648,90638.84634399414,810537.4561767578,76538.52537536621,90479.36639404295,855011.84033203125,104823.58738708496
C18:2,-0.03464878063209619,8.7622428038478,0.0029685698682442307,0.9565490907168245,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,51517.12364196777,82772.3656463623,598530.78076171875,67781.42481994629,83346.18618774414,652463.1795043945,77342.70542907715
C18:3,-0.11903853945376024,8.516410036253472,0.03502939721511211,0.8515340725007231,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,40196.662841796875,68739.76467895508,482672.51013183594,60280.80438232422,69524.76458740234,556984.080871582,80425.24575805664
C18:4,-0.016624040699470155,7.624050404432038,6.833539518993348e-4,0.9791448433610584,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,29795.62212371826,42841.50294494629,253638.45809936523,42168.5029296875,53779.403663635254,254400.53790283203,51582.26365661621
C19:0,0.06080177545342847,10.567812600316216,0.009140839450992644,0.9238321197976254,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,79735.1650314331,100824.54722595216,2517998.448852539,110576.26768493652,109783.32733154295,2606082.5446777344,127139.60901260376
C20:0,0.19080649944096115,10.88528475312255,0.08996136981295422,0.7642262716429067,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,7625.920551300049,7608.080535888672,3569106.7729492188,7604.120532989502,7639.580585479736,3456997.7758789062,7613.20051574707
C20:1,-0.02373839041889144,8.605619675138861,0.001393410813761875,0.9702231467408353,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,7973.540523529053,7957.200546264648,668306.7871704102,8003.260551452637,7914.660617828369,751014.5116577148,7613.340526580811
C20:3,0.5253661002047619,10.215674584685807,0.6787724156747572,0.410009759088956,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,135101.6886024475,104132.10711669922,2262179.7631835938,136979.38968658447,108870.46718978882,1641727.3037109375,13496.580974578856
C20:4,-0.29320659134315835,8.402346267240333,0.21221775199228432,0.6450346783011434,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,32735.622283935547,49819.90333557129,443240.44958496094,43572.742935180664,54842.16376495361,596100.1388549805,45044.56342697144
C20:5,0.17760600084926284,10.26084331317087,0.07795186585281044,0.7800924075165525,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,74016.66553497314,103986.2075958252,2072325.462463379,87672.50679016113,105897.68690490724,1976678.9348754885,136633.4702758789
C22:0,0.09912212125018542,9.792153807747537,0.024290723478770815,0.8761474620724763,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,19029.86138534546,26404.801998138428,1573388.7415161133,23399.06170654297,28800.42206192017,1611712.4611816406,28793.822025299072
C22:1,-0.12378839342319997,7.983848479067199,0.037879554081882816,0.8456851956946216,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,12262.760818481443,14928.021049499512,396425.8852233887,15650.301082611084,15731.241065979004,473792.9331970215,17784.141235351562
C22:4,-0.11498472677162579,7.547390987545375,0.03268438774830429,0.8565337940711698,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,11518.540817260742,13894.041004180908,287421.85873413086,13860.760997772217,14972.061054229736,341043.86407470703,16067.361099243164
C22:5,0.09861530438065222,9.810997802866147,0.024043007200816646,0.8767755321911868,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,18497.501358032227,25893.501750946045,1595236.7329711914,21134.021465301514,23460.461711883545,1641801.1001586914,29294.74184417725
C22:6,0.01045970807697556,8.734063634591202,2.705329534364864e-4,0.9868770774130802,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,13802.64096069336,20045.46136856079,714058.3937988281,17106.52126312256,19049.58134841919,778891.28515625,27184.26198196411
C24:0,-0.13376602635520124,4.384220396432624,0.04421701917539156,0.8334503673464904,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,10721.740745544434,11840.92082977295,7640.640575408936,11934.700847625732,12840.300930023192,7647.1605796813965,12727.700942993164
C24:1,-0.14394935334635506,4.308560588350387,0.05120184274539952,0.8209850200183866,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,9778.740676879885,11193.28080368042,7639.500553131104,11565.220832824709,11653.540878295898,7644.080593109131,12003.96082687378
C24:5,-0.03328364829291341,8.38789184785869,0.0027392567571951076,0.9582594473870303,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,12792.980945587158,13827.74101638794,556735.4445800781,15738.401149749756,15673.68117904663,624001.2620849609,13804.400928497314
C24:6,-0.24820885330269646,7.536193084281039,0.15215087509568548,0.6964883209807238,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,10561.200748443604,13263.780952453611,272243.0631752014,14481.600986480713,14948.381107330322,354402.948135376,15041.60111618042
C26:0,0.00808621880456162,7.346200930844435,1.6168267029570416e-4,0.9898548120956016,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,9872.760688781738,11329.320789337158,263596.6177215576,11094.560760498049,11749.080814361572,286680.2801055908,12548.10087966919
C26:1,-0.027350750327732525,7.191726232423088,0.0018497095297789201,0.9656949577461053,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,10679.94073867798,13171.200923919678,227776.5569458008,11862.660820007324,13194.920936584473,254328.7173461914,14125.440979003906
C28:0,-0.43942729332434527,8.720152776585289,0.47564630236593075,0.4904010092157168,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,10157.58067703247,11665.320838928224,610670.6045532227,10795.200824737549,12089.440864562988,921608.5438575743,12821.700942993164
C30:0,-0.5463372929868235,8.127023753704442,0.7337067296830355,0.3916843254114357,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,8350.92057800293,8562.020626068115,384803.0291366577,8692.980613708496,10072.56076812744,626821.5882339478,8330.380569458008
C32:0,-0.1496616388568189,7.191634650936993,0.05536024750472279,0.8139855306607615,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,8079.460540771484,8412.200569152832,226813.65603637695,8103.960582733154,8386.080642700195,279200.08086013794,8348.740566253662
C34:0,-0.029241730838432817,7.557457158044786,0.002114335526130162,0.9633246729023737,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,FA,10201.14068222046,11093.140781402588,305333.1212348938,10494.02073287964,11146.400840759276,343453.66204071045,11941.300830841064
Cer(d14:1(4E)/20:0(2OH)),-0.19704427159719987,6.889922272395552,0.09592989116026729,0.7567697023707757,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,57777.78420257568,60768.66422653198,50150.32370376587,83618.00576019287,56527.96408843994,46970.323123931885,68671.68458557129
Cer(d14:1(4E)/20:1(11Z)(2OH)),-0.24587875644811855,7.307831580734145,0.14930870630814752,0.6991968604736788,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,76996.04591369629,74460.72595977783,52325.02319717407,100976.027053833,82429.40523529053,51607.24343109131,122900.58740234376
Cer(d14:1(4E)/22:0(2OH)),-0.024732878157511504,10.544419071207354,0.001512619317509234,0.9689761703753342,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,904654.271533966,862039.7985877991,899897.511341095,1045563.1411705016,763571.8783416748,861684.1185417175,159580.59019088745
Cer(d14:1(4E)/22:1(13Z)(2OH)),-0.04600301205971824,10.488200694030615,0.0052328664605738595,0.9423324830328716,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,865813.1958465576,821842.8543510437,856637.6698722839,1003306.6694641112,741190.4307861328,843862.0259208679,155243.2335395813
Cer(d14:1(4E)/24:0(2OH)),-0.009226024536575134,8.00406809247551,2.104769773723092e-4,0.9884248367175809,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,130907.25006866457,122294.96878051758,125356.0083732605,138482.29209136963,114983.2476234436,123675.88765716551,163696.31212615967
Cer(d14:1(4E)/26:0(2OH)),0.012007507145868838,9.618542279416568,3.565244041965343e-4,0.9849353555043211,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,505025.8565216065,492932.9487953186,440516.6707344055,378687.4689025879,567803.4783248901,491750.2019920349,64156.52414703369
"Cer(d14:2(4E,6E)/16:0)",-0.04871808414329047,6.304369156717088,0.0058683008388698,0.9389379119995785,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,40769.52279281616,41007.66272735596,37300.06266784668,36569.24269104004,40826.863262176514,45688.54325866699,44330.06309890747
"Cer(d14:2(4E,6E)/18:0(2OH))",0.033434783576304104,6.49611767555559,0.0027640399050596898,0.9580712239673548,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,45247.52335357666,50021.8431930542,45329.50323867798,41047.64293670654,47052.38296890259,48682.6035194397,50339.72342300415
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",0.015061280365600411,6.482440398941104,5.608914279946475e-4,0.9811053493833108,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,45080.623222351074,49815.48331069946,44422.783126831055,38364.822425842285,48749.98352813721,50730.00401306152,48420.423290252686
"Cer(d14:2(4E,6E)/18:1(9Z))",-0.019273505673215313,6.3605987550583025,9.184854436909973e-4,0.9758225929497355,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,39618.36284637451,46642.46323013306,39698.04281997681,36269.4024810791,43792.20291900635,46969.46282958984,46065.9236869812
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",-0.10396315542884332,6.845666413098261,0.02671958108896888,0.8701552787527721,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,59789.84421157837,71142.02465057373,50820.34362030029,68681.84567260742,62161.22441101074,60019.683948516846,47508.283447265625
"Cer(d14:2(4E,6E)/20:1(11Z))",-0.014325203712615848,6.374497725683897,5.074047072639587e-4,0.9820286550004222,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,40963.18310165405,46591.06354904175,41008.203033447266,39970.34275054932,46920.56356430054,42009.102840423584,44209.743576049805
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",0.025908149195296163,10.215812497795548,0.001659786095842719,0.9675027960116086,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,Cer,721940.2105064392,670892.6943588257,746761.8124961853,801460.8133850098,602502.0379333496,671283.4963188171,155554.47491455078
