,Parent_Ion_new,Product_Ion_new,Intensity_new,Transition_new,Class,Sample_ID_new,Sample Name_new,Cage,Position_new,Dilution Factor,Sex2,Sex_new,Genotype_new,Brain Region,method_type_new,Blank Subtraction_new,subclasses,chain_length,saturation,between_parenthese,FA_Chain,Start,End,Parent_Ion_old,Product_Ion_old,Intensity_old,Transition_old,Sample_ID_old,Sample Name_old,Position_old,nickname,Sex_old,Genotype_old,time point,method_type_old,Blank Subtraction_old,_tmpkey,Lipid
103602,610.3,333.3,38114.06280517578,610.3 -> 333.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(18:4),,610.3,333.3,610.3,333.3,70482.82592773438,610.3 -> 333.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,47534.464431762695,PI3051.01666.0,LPI(18:4)
103782,612.3,335.3,49682.62371826172,612.3 -> 335.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,3,(18:3),,612.3,335.3,612.3,335.3,100633.90830993652,612.3 -> 335.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,75911.70681762695,PI3061.01676.0,LPI(18:3)
103783,612.3,335.3,49682.62371826172,612.3 -> 335.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,3,(18:3),,612.3,335.3,612.3,335.3,119010.96646118164,612.3 -> 335.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,93395.08471679688,PI3061.01676.0,LPI(18:3)
103963,614.3,337.3,35383.6024017334,614.3 -> 337.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(18:2),,614.3,337.3,614.3,337.3,300433.34675598145,614.3 -> 337.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,269950.76446533203,PI3071.01686.0,LPI(18:2)
103964,614.3,337.3,35383.6024017334,614.3 -> 337.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(18:2),,614.3,337.3,614.3,337.3,305405.1992874145,614.3 -> 337.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,273944.2173614502,PI3071.01686.0,LPI(18:2)
104144,616.3,339.3,64739.804290771484,616.3 -> 339.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(18:1),,616.3,339.3,616.3,339.3,392206.6343383789,616.3 -> 339.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,358506.0122833252,PI3081.01696.0,LPI(18:1)
104145,616.3,339.3,64739.804290771484,616.3 -> 339.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(18:1),,616.3,339.3,616.3,339.3,376053.4530639648,616.3 -> 339.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,341648.2706832886,PI3081.01696.0,LPI(18:1)
104325,618.3,341.3,400843.1767578125,618.3 -> 341.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(18:0),,618.3,341.3,618.3,341.3,354725.5422363281,618.3 -> 341.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,298875.1987915039,PI3091.01706.0,LPI(18:0)
104326,618.3,341.3,400843.1767578125,618.3 -> 341.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(18:0),,618.3,341.3,618.3,341.3,340090.3605041504,618.3 -> 341.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,283866.37564086914,PI3091.01706.0,LPI(18:0)
104506,630.4,353.4,54542.76413726807,630.4 -> 353.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(19:1),,630.4,353.4,630.3,353.3,166712.4126586914,630.3 -> 353.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,109362.4482421875,PI3151.01766.0,LPI(19:1)|LPI(P-20:0)
104507,630.4,353.4,54542.76413726807,630.4 -> 353.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(19:1),,630.4,353.4,630.4,353.4,160209.1098022461,630.4 -> 353.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,102786.62515258788,PI3151.01766.0,LPI(19:1)|LPI(P-20:0)
104687,632.4,355.4,649549.9510498047,632.4 -> 355.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(19:0),,632.4,355.4,632.3,355.3,205150.99899291992,632.3 -> 355.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,0.0,PI3161.01776.0,LPI(19:0)|LPI(O-20:0)
104688,632.4,355.4,649549.9510498047,632.4 -> 355.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(19:0),,632.4,355.4,632.4,355.4,173906.97537231445,632.4 -> 355.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,0.0,PI3161.01776.0,LPI(19:0)|LPI(O-20:0)
104868,636.3,359.3,51888.90362548828,636.3 -> 359.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,5,(20:5),,636.3,359.3,636.3,359.3,61711.00478363037,636.3 -> 359.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,29452.622581481934,PI3181.01796.0,LPI(20:5)
104869,636.3,359.3,51888.90362548828,636.3 -> 359.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,5,(20:5),,636.3,359.3,636.3,359.3,66821.06462097168,636.3 -> 359.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,36030.06239318848,PI3181.01796.0,LPI(20:5)
105049,638.3,361.3,26896.7419128418,638.3 -> 361.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(20:4),,638.3,361.3,638.3,361.3,66304.12509155273,638.3 -> 361.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,47566.78381347656,PI3191.01806.0,LPI(20:4)
105050,638.3,361.3,26896.7419128418,638.3 -> 361.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(20:4),,638.3,361.3,638.3,361.3,66537.04550170898,638.3 -> 361.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,47694.06443786621,PI3191.01806.0,LPI(20:4)
105230,640.3,363.3,34572.84240722656,640.3 -> 363.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,3,(20:3),,640.3,363.3,640.3,363.3,70642.9056930542,640.3 -> 363.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,44214.76380157471,PI3201.01816.0,LPI(20:3)
105231,640.3,363.3,34572.84240722656,640.3 -> 363.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,3,(20:3),,640.3,363.3,640.3,363.3,72031.86424255371,640.3 -> 363.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,48727.38277053833,PI3201.01816.0,LPI(20:3)
105411,642.3,365.3,38564.18295288086,642.3 -> 365.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(20:2),,642.3,365.3,642.3,365.3,168909.3524093628,642.3 -> 365.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,146895.91090393066,PI3211.01826.0,LPI(20:2)
105412,642.3,365.3,38564.18295288086,642.3 -> 365.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(20:2),,642.3,365.3,642.3,365.3,142264.3120803833,642.3 -> 365.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,122331.57083892822,PI3211.01826.0,LPI(20:2)
105592,644.3,367.3,100334.10778808594,644.3 -> 367.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(20:1),,644.3,367.3,644.3,367.3,137736.35009765625,644.3 -> 367.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,77330.28588867188,PI3221.01836.0,LPI(20:1)
105593,644.3,367.3,100334.10778808594,644.3 -> 367.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(20:1),,644.3,367.3,644.4,367.3,142740.19036865234,644.4 -> 367.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,86841.22622680664,PI3221.01836.0,LPI(20:1)
105773,646.4,369.4,115784.28930664062,646.4 -> 369.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(20:0),,646.4,369.4,646.4,369.4,81337.72521972656,646.4 -> 369.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,58819.60339355469,PI3231.01846.0,LPI(20:0)
105774,646.4,369.4,115784.28930664062,646.4 -> 369.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(20:0),,646.4,369.4,646.4,369.4,97374.4873046875,646.4 -> 369.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,77156.82597351074,PI3231.01846.0,LPI(20:0)
105954,660.4,383.4,268374.52001953125,660.4 -> 383.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(21:0),,660.4,383.4,660.4,383.4,63727.78397369385,660.4 -> 383.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,22042.54090118408,PI3301.01916.0,LPI(21:0)
106134,662.3,385.3,110897.30786132812,662.3 -> 385.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,6,(22:6),,662.3,385.3,662.3,385.3,80506.0659942627,662.3 -> 385.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,47787.08392333984,PI3311.01926.0,LPI(22:6)
106135,662.3,385.3,110897.30786132812,662.3 -> 385.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,6,(22:6),,662.3,385.3,662.3,385.3,53779.18313598633,662.3 -> 385.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,27571.741302490234,PI3311.01926.0,LPI(22:6)
106315,666.3,389.3,32802.56234741211,666.3 -> 389.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(22:4),,666.3,389.3,666.3,389.3,52720.96405792236,666.3 -> 389.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,34493.12294006348,PI3331.01946.0,LPI(22:4)
106316,666.3,389.3,32802.56234741211,666.3 -> 389.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(22:4),,666.3,389.3,666.3,389.3,51264.84296417236,666.3 -> 389.3,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,34829.78178405762,PI3331.01946.0,LPI(22:4)
106496,670.4,393.4,29403.062118530277,670.4 -> 393.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(22:2),,670.4,393.4,670.4,393.4,46519.04325866699,670.4 -> 393.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,27491.70178222656,PI3351.01966.0,LPI(22:2)
106497,670.4,393.4,29403.062118530277,670.4 -> 393.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(22:2),,670.4,393.4,670.4,393.4,56207.983306884766,670.4 -> 393.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,38662.162254333496,PI3351.01966.0,LPI(22:2)
106677,672.4,395.4,126827.3486328125,672.4 -> 395.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(22:1),,672.4,395.4,672.4,395.4,72982.16540527344,672.4 -> 395.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,42267.96325683594,PI3361.01976.0,LPI(22:1)
106678,672.4,395.4,126827.3486328125,672.4 -> 395.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(22:1),,672.4,395.4,672.4,395.4,69689.60481262207,672.4 -> 395.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,36791.34271240234,PI3361.01976.0,LPI(22:1)
106858,674.4,397.4,68945.72473144531,674.4 -> 397.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(22:0),,674.4,397.4,674.4,397.4,246538.17877197263,674.4 -> 397.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,193080.09518432617,PI3371.01986.0,LPI(22:0)
106859,674.4,397.4,68945.72473144531,674.4 -> 397.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(22:0),,674.4,397.4,674.4,397.4,140295.13034057617,674.4 -> 397.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,88855.76696014404,PI3371.01986.0,LPI(22:0)
107039,716.4,439.4,176133.53344726562,716.4 -> 439.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,0,(24:0),,716.4,439.4,716.4,439.4,54982.30364990234,716.4 -> 439.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,25315.04165649414,PI3581.02196.0,PI(24:0)
107398,742.4,465.4,107115.38745117188,742.4 -> 465.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,1,(26:1),,742.4,465.4,742.4,465.4,159762.17126464844,742.4 -> 465.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,100967.66674804688,PI3711.02326.0,PI(26:1)
107578,744.4,467.4,133953.25,744.4 -> 467.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,0,(26:0),,744.4,467.4,744.4,467.4,67305.12506103516,744.4 -> 467.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,27638.00228881836,PI3721.02336.0,PI(26:0)
107758,756.5,479.5,35374.34262084961,756.5 -> 479.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,1,(27:1),,756.5,479.5,756.5,479.5,179772.05318450928,756.5 -> 479.5,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,168690.1322517395,PI3782.02397.0,PI(27:1)|PI(P-28:0)
107938,758.5,481.5,53437.10363769531,758.5 -> 481.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,0,(27:0),,758.5,481.5,758.5,481.5,77109.306640625,758.5 -> 481.5,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,56460.44515991211,PI3792.02407.0,PI(27:0)|PI(O-28:0)
108118,768.4,491.4,66300.78530883789,768.4 -> 491.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,2,(28:2),,768.4,491.4,768.4,491.4,38303.36293411255,768.4 -> 491.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,22652.721767425537,PI3841.02456.0,PI(28:2)
108298,770.5,493.5,97802.46728515624,770.5 -> 493.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,1,(28:1),,770.5,493.5,770.5,493.5,125503.22973632812,770.5 -> 493.5,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,81538.34671020508,PI3852.02467.0,PI(28:1)|PI(P-29:0)
108478,772.5,495.5,110848.18774414062,772.5 -> 495.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,0,(28:0),,772.5,495.5,772.5,495.5,111279.2668762207,772.5 -> 495.5,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,74445.64422607422,PI3862.02477.0,PI(28:0)|PI(O-29:0)
108658,782.5,505.5,6661615.031005859,782.5 -> 505.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,2,(29:2),,782.5,505.5,782.5,505.5,50393.02362060547,782.5 -> 505.5,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,0.0,PI3912.02527.0,PI(29:2)|PI(P-30:1)
108838,784.5,507.5,765987.7363891602,784.5 -> 507.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,1,(29:1),,784.5,507.5,784.5,507.5,145562.55018615723,784.5 -> 507.5,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,123081.30869293211,PI3922.02537.0,PI(29:1)|PI(O-30:1)|PI(P-30:0)
109018,786.5,509.5,131479.52954101562,786.5 -> 509.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,0,(29:0),,786.5,509.5,786.5,509.5,84478.40634155273,786.5 -> 509.5,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,43652.96347045898,PI3932.02547.0,PI(29:0)|PI(O-30:0)
109198,792.4,515.4,28299.081802368164,792.4 -> 515.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,4,(30:4),,792.4,515.4,792.4,515.4,36640.362533569336,792.4 -> 515.4,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,22641.18155670166,PI3961.02576.0,PI(30:4)
109378,794.4,517.4,77455.48666381836,794.4 -> 517.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,3,(30:3),,794.4,517.4,794.5,517.5,51319.023597717285,794.5 -> 517.5,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,38735.2027053833,PI3972.02587.0,PI(30:3)
109558,796.5,519.5,231924.0571899414,796.5 -> 519.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,2,(30:2),,796.5,519.5,796.5,519.5,57167.76382446289,796.5 -> 519.5,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,30450.361991882324,PI3982.02597.0,PI(30:2)|PI(P-31:1)
