lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,-0.123347599110603,9.109157903975575,0.06552551433179588,0.7979666517528115,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,597038.2792663574,335558.16551208496,423873.5100250244,151612.76976776123,55816.66398239136,330769.7475128174,378362.88427734375,172700.15437316897,506378.6541099548,74885.58505630493,119584.48794555664
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.257440572644993,8.933085881759112,0.2851399237770238,0.5933519486032175,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,579479.3815917969,415102.8081359863,312724.2644042969,103781.74765777588,79692.8857498169,265665.31997680664,250481.35647583008,273335.97845458984,62059.30449676514,64375.98403930664,232670.8377380371
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",0.24251270026094868,8.937925008882317,0.2530683158302054,0.6149228206256062,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,581549.4797363281,415805.8867492676,298301.0598449707,106387.14749145508,80918.7451248169,278562.02059936523,251506.4744873047,265981.2977294922,66287.6245727539,65895.02463531494,241449.8783721924
18:1 Campesteryl ester,0.012483759419853056,8.813652208431174,6.713798429700546e-4,0.9793283274630243,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,455285.64990234375,356218.5864562988,290367.66189575195,90191.30676269533,66857.70453643799,266465.2412109375,245670.0968322754,280101.3180847168,56779.70411682129,60489.72505187988,225617.7167816162
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.11099869654603539,9.645095990312859,0.05306538757577073,0.8178126175378495,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,840616.2183532715,529500.3120422363,600648.3408966064,201127.7946472168,78328.40519714355,498600.83795166016,542809.4772644043,318725.1033630371,552400.2912902832,94015.80750274658,224405.7758178711
18:3 Campesteryl ester,-0.08589133964689402,8.607857707440912,0.03177697236606036,0.8585180315943061,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,349060.78579711914,310821.30099487305,245531.99661254883,79602.82596588135,67994.36478424072,237615.17587280273,228000.55624389648,240460.916885376,57197.34386444092,61311.203605651855,197820.75631713867
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.11245106825842058,9.696743393276629,0.0544628071365878,0.8154720267801895,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,850813.5699462891,552733.6976013184,620345.52880859375,201715.55276489255,91518.96710586548,507301.7349853515,540377.458404541,337561.1262207031,573815.3596115112,101688.64781570436,254542.46154785156
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.08179899895062567,9.540154203451445,0.02882171128567279,0.8651913489497742,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,738547.298828125,590154.2624511719,468987.13415527344,208501.35400390625,149831.62994384766,437464.8122558594,402255.1103515625,402006.4881591797,144071.72985839844,158509.9910888672,328716.4434814453
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",0.06783762619511713,9.531028909453727,0.01982363106020557,0.8880307736325374,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,721592.5570068359,591230.9625244141,457069.5925292969,204910.27416992188,155575.15103149414,431716.41259765625,397131.4901123047,402571.6882324219,148464.85083007812,160089.11193847656,329537.4803466797
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",-0.31686522842435605,11.398893325653741,0.43168128054821864,0.5111651206279195,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1342165.8034667969,1293608.794555664,1232293.98046875,1205931.8406982422,1154733.269897461,1083593.9168701172,1316100.0698242188,1280694.2133789062,1321934.1652832031,1328133.6027832031,1930786.4631347656
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0.05169389359002313,9.560991361489613,0.01151164193652221,0.9145570771049326,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,741543.9924316406,592514.7603759766,463263.3770751953,213167.83587646484,152485.4100341797,441135.7902832031,413777.4302978515,411261.06884765625,157066.20965576172,160391.5714111328,336350.2844238281
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",0.03489852625299081,9.536164238357374,0.0052466915440163575,0.9422564882754239,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,715989.0925292969,571387.8460693359,452535.7111816406,214638.8768310547,156924.85137939453,427770.54821777344,412817.9084472656,404912.9471435547,156799.3109741211,164944.91046142578,332064.9237060547
20:3 Campesteryl ester,-0.19343136784011375,10.222356242540924,0.16106913246039767,0.6881740942002628,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,971733.7509765624,796782.51513671875,658286.7297363281,331052.8444213867,359388.5831298828,651394.2424316406,620419.22412109375,818735.2111816406,256280.87823486328,276048.0584716797,532591.3153076172
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",0.11577631879532353,9.357596746413451,0.0577303716854658,0.8101198231744042,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,655990.4508056641,518913.4805908203,402155.2277832031,194882.89279174805,152072.91143798828,364076.984375,342376.0046386719,346876.38415527344,141291.849609375,159077.29052734375,281844.6805419922
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",0.04148521966092805,9.549201584007136,0.007414017502242132,0.931383196028744,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,739420.5382232666,566264.937713623,449138.75494384766,170348.91171264648,147960.15045166016,386609.8872833252,384790.6307067871,438562.8924407959,131670.3087234497,149449.1901550293,433173.92571258545
20:5 Cholesteryl ester,-0.14526706571468298,10.471763940885197,0.09087298919257769,0.7630702505385696,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,1235624.6225280762,995561.273284912,848273.2289733887,289770.39990234375,256014.0956192017,736159.460723877,768196.9700622559,914103.2744140624,243411.83782958984,267082.9399795532,911030.2897338868
22:0 Campesteryl ester,0.4725188048381598,9.545690136650787,0.9576093633877463,0.32778993280354596,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,896566.9890136719,939694.8839035034,509218.2499542236,95272.74718475342,195138.1933746338,340675.8217391968,367210.848815918,477027.76877593994,80513.78633880615,67158.64447784424,105651.5481300354
22:0 Sitosteryl ester,0.2893529354425746,9.578221952949672,0.3600900707715482,0.5484562167598076,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,765647.420135498,885845.569229126,525418.6844100952,82712.30665969849,204437.75436782837,362017.368598938,396812.5258102417,498058.5573425293,96923.02661895752,69150.82513046265,228572.99380493164
22:1 Campesteryl ester,0.6624540162882002,9.58090160691705,1.8741934957070043,0.17099556504312388,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,1047875.6008148192,946360.6265792848,542836.6854553223,118994.38879013062,192189.37321090695,338504.9609069824,364372.6840209961,430084.86849212646,86435.68635940552,65307.76513290405,102455.64757919312
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",0.2646652519869996,9.587387939983273,0.30134764223021193,0.5830388010679785,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,755514.5677680969,944503.3225631714,491153.4977798462,81157.6648902893,208831.17345809937,360373.44744873047,413555.0725479126,509330.1950759888,100277.56690216064,72650.8650932312,206498.9136428833
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",0.27534317372821165,9.542986214185234,0.32611629253733554,0.5679549545528558,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,743872.3928756714,898655.6136779785,502230.538608551,85175.60606384277,209764.5725975037,343573.86669921875,397247.6654701233,506831.23790740967,93415.8077392578,73798.28538894653,160474.38968276978
22:3 Stigmasteryl ester,0.2941245277667826,9.468855553412878,0.3720433154285274,0.5418925874731668,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,723321.4232177734,894071.6810836792,463588.0719909668,83160.50679779053,201195.9746055603,327388.4639663696,372575.8259277344,492436.8146018982,90041.28677749634,63313.024700164795,107463.74801254272
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",0.22736355025191762,9.58795352295613,0.22247168892863556,0.6371630347254863,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CE,741502.5326538086,901822.6605300904,507127.1789741516,85131.08557891846,202069.635471344,361285.80671310425,415519.5479660034,520013.3414154053,94177.24686813354,72342.84449386597,225753.29443740845
3-hydroxyarachidonoylcarnitine,-0.1834013833496471,11.921128750510057,0.14480996547354152,0.7035453181774078,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1856874.8933105469,2316012.5373535156,1997917.2893066409,1784077.2758789062,2009942.3466796875,1654123.5068359375,1856437.095703125,1835111.345703125,1974828.7731933591,1928741.116455078,1852556.1604003904
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.17595001085720063,11.64746262652974,0.1332891815363837,0.7150457858866212,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1554010.6118164062,1916138.784423828,1676102.2985839844,1419993.0892333984,1622108.3797607422,1341716.8400878906,1510425.403930664,1495649.9022216797,1594701.9755859375,1617362.8673095703,1670603.4350585938
"3-hydroxylinoleoylcarnitine,",-0.11079406408986317,15.042211504930822,0.05287036087476116,0.8181418451342911,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CAR,15726473.67578125,17840220.71875,15795650.27294922,23904027.19970703,23345401.69580078,22603931.458007812,12251396.957519531,18552533.94921875,15933776.28515625,14766753.270751951,2200595.70703125
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.1471135435799769,13.922544815554806,0.0931972357673172,0.7601512139914047,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CAR,7174074.6181640625,7910488.398925781,7254243.041503906,10290363.202148438,10271814.326171877,9503114.80419922,5984358.296875,8369825.224609375,7382732.733886719,7176826.198730469,2678909.9697265625
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",-0.260204477716292,11.8502233073666,0.2912910705417744,0.5893943674268733,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,CAR,1828917.915527344,1991359.2607421875,1810925.8793945312,1731165.087890625,1800051.0874023438,1629539.580078125,1757365.703125,1789178.2016601562,1834129.7998046875,1957207.7475585935,1844464.9086914065
C12:0,-0.4525776932567181,8.59986813215077,0.878805631709838,0.34852901600432734,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,91115.66660308838,71487.16569900513,123507.88874053957,163278.9520263672,470759.61096191406,104670.28729248048,107748.88719940186,55248.80407714844,226448.41662597656,733573.8945007324,75923.3450012207
C12:1,-0.10895982513456488,7.717052273553353,0.051133105053963845,0.8211031872794176,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,55532.34419250488,39086.12285614014,61801.26460266113,111234.48831176758,281311.47912597656,59427.54405212402,47843.18366241455,55930.48390197754,110690.90811157228,275200.27850341797,73215.28530883789
C14:0,-0.49401636044249597,11.762938765712569,1.046303410694236,0.306359983285452,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,1170713.64453125,826162.81787109375,1642767.3564453125,1318476.87109375,3246147.341796875,1375814.2526855469,1198648.1489257812,803785.7360839844,2237367.9912109375,5189257.8056640625,693541.4095458984
C14:1,-0.1974791246103248,10.67636849720425,0.16787576346177957,0.6820066253723013,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,676127.4266967773,453576.5722351074,738303.33251953125,866707.7004394531,1378913.4365234375,692347.3874511719,510473.6550292969,717643.2119445801,789669.7750244141,1296562.494140625,740184.6535644531
C15:0,-0.13951081065904727,9.126065154754507,0.08381617392296903,0.7721909516634731,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,115329.78874206544,71964.42558288574,126095.18968200684,219580.85522460935,930123.4244384766,110853.68840026855,104234.56735229492,135165.6690979004,220572.2958984375,959959.9842529296,129704.048828125
C15:1,-0.3755326177276869,9.924181492437112,0.6058376172441058,0.4363593390342265,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,224627.8755645752,120627.1275024414,319949.92462158203,382008.12521362305,1273499.8322753906,218629.41493225095,230389.17543029785,456531.76628112793,381341.5670166016,1353371.945678711,272115.42083740234
C16:0,-0.16690462709899379,13.133688273086428,0.11994519079578936,0.7290939421344426,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,660947.4272155762,333656.00215148926,657447.0054016113,1526596.5797729492,20384292.18188477,624800.8621520996,669805.5308074951,654285.5855407715,1482021.9129638672,23766001.095581055,774104.8880310059
C16:1,-0.22210535699769668,9.639116455342064,0.2123110226530116,0.6449620469826876,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,94007.92626190186,56306.563552856445,99747.12615966795,231847.9754486084,1546353.6267089844,98774.1865310669,93685.54733657835,100888.66667938232,283593.59994506836,1795473.702209473,136898.70957183838
C17:0,-0.3989996595999172,10.201305041919888,0.6836751379305497,0.4083240690325179,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,123095.10919189452,70313.40487670898,199605.27545166016,280185.3179626465,2158119.063598633,109237.24765014648,113008.6683807373,117685.1485824585,468309.12911987305,2977794.2908935547,140066.65022277832
C17:1,-0.19052071941376136,8.48944937636067,0.15625998412724584,0.6926234649653441,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,70450.06484985352,45439.243103027344,86452.7459564209,128715.72891235352,599384.6622924805,74727.02532958984,58749.38416290283,66817.54458618164,196774.0928955078,634539.8258666992,70801.5651550293
C18:0,-0.3157937962401252,13.283217607796079,0.42877513161216996,0.5125905853072086,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,426597.04763793945,219438.0149841309,444225.1284637451,1346389.8979797363,22369922.444458008,431486.0724945069,481663.09494018555,559183.4834899902,1314897.104598999,29269708.848632812,531086.4338760376
C18:1,-0.24357031686577355,8.937583082435145,0.255278514829115,0.6133825942799802,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,88829.32608032227,54966.26390075683,97842.06655883788,174634.31256103516,821000.89990234375,86475.9259185791,70049.16540527344,95522.1665649414,215003.7946777344,955797.82861328125,104823.58738708496
C18:2,0.10793450523918868,9.205638805713818,0.05017658561700955,0.8227562860984106,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,102454.0072479248,57258.20389556885,84487.146240234375,167009.63201904297,1293343.8269042969,82122.78601074219,61532.98417663574,74726.00527954102,478550.4316101074,888503.4256591797,77342.70542907715
C18:3,-0.39430683397438826,8.333449384546489,0.6677272397137131,0.4138451186172552,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,64677.52456665039,39599.40270996094,70027.02490234375,114559.92778015137,476275.4567871094,64679.68458557129,49622.28349304199,73251.34510803223,146945.17184448242,630508.348815918,80425.24575805664
C18:4,-0.36198105831044514,7.485962924374274,0.5629972497699782,0.4530551196427163,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,49328.70357513428,29003.78202819824,48505.683502197266,73670.14505004883,230079.23529052737,45939.48325347901,34610.88236236572,47726.00343322754,113393.60835266112,277794.69985961914,51582.26365661621
C20:0,0.2733910512116035,10.988031994996533,0.3215176809608238,0.5706969986763999,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,FA,8062.020561218262,7630.060550689697,7644.300556182861,557594.1999511719,5679542.154785156,7639.600532531738,7632.480560302734,7626.580486297607,640342.6439208984,4826514.1572265625,7613.20051574707
